reportDate,slaName,regionName,supportDesk,groupName,contactType,m-SlaTime,m-SlaStage
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2183,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2985,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,213,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1261,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,96,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,232,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,734,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,845,1
10-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,78,1
10-13-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,908,1
10-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,10107,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2641,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,746,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,391,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,964,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2334,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,7617,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,473,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3517,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2435,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,558,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,117,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,349,1
10-13-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,161,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,38439,0
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,886,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,755,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3099,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,49,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,215,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,131,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2895,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,624,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,62,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,267,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,130,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1806,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,38419,0
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1932,1
10-11-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,141208,0
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5908,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3747,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3778,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5617,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,983,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4058,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2943,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3316,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,15008,0
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,10490,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,814,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2603,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2320,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,737,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,192,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1445,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,885,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,13894,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4786,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2278,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,788,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,778,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,864,1
10-09-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,614,1
10-08-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1237,1
10-10-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1391,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1638,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,10753,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,10733,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,15018,0
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,9123,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,778,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4600,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6030,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1849,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,358,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,340,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1022,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3129,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4354,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,9500,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,282,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3028,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1460,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,141,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1649,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2085,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1378,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1377,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1590,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2417,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,7065,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2418,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,384,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,725,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2364,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3475,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5380,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,368,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,143,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,117,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,27239,0
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2109,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,910,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,938,1
09-19-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1001,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1775,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,13546,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2612,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,12206,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1106,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3393,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,10848,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3699,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,9080,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5541,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5405,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5770,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6276,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3055,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1733,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1674,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6363,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2399,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6485,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,12960,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2112,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6767,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1821,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2491,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1110,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,12298,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3967,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2704,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,198,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5307,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5631,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,9414,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,22764,0
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1081,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,968,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1400,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2419,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,289,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1239,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,7058,1
07-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3071,1
09-15-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,455,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,508,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1029,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,659,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,145,1
09-18-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,221,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2883,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1140,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2037,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3422,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1788,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6982,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,332,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,8943,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4625,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,212545,0
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1054,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1119,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,177,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,51279,0
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,437,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,56334,0
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,933,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,742,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,119,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,261,1
09-16-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,771,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6827,1
09-17-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,105329,0
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1841,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1561,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4964,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,449,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,313,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,72,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,13850,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,712,1
09-27-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,118872,0
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,224891,0
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,845,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,105,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6066,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,966,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1778,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3267,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6543,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2728,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5537,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,803,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1636,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,270,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1308,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,203,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,484,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,7540,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,169,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5686,1
09-14-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,35987,0
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,178,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1450,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4933,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,518,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,315,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,4487,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2596,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1812,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,6874,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3098,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3548,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3802,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2431,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1819,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1245,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1359,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,13438,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3514,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,200,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2024,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,301,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,384,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,168,1
09-29-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2121,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1098,1
09-30-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2696,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3105,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2235,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,56214,0
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3886,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1633,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,8376,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,493,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,270,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,948,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2683,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,377,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1063,1
09-26-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1400,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,3388,1
09-24-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1172,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,18203,0
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1897,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,5344,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,570,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1270,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,36328,0
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,36489,0
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1047,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,199,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,131,1
09-22-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,2633,1
09-23-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,474,1
09-25-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,664,1
09-25-2014 00000,SD-Speed-2,Novelis Europe,Service Desk,IT Service Desk NE L1,self-service,1945,1
